AQI,PM2_5,PM10,SO2,NO2,CO,O3,Time
81.162498,59.930000,68.360001,19.190001,9.820000,0.650000,124.339996,2013-09-21
84.812500,62.849998,74.029999,24.080000,12.740000,0.780000,105.180000,2013-09-22
70.362503,51.290001,47.610001,13.030000,12.370000,0.660000,42.410000,2013-09-23
26.628571,18.639999,15.490000,12.640000,14.840000,0.540000,29.790001,2013-09-24
27.014286,18.910000,17.040001,15.870000,19.090000,0.740000,37.470001,2013-09-25
33.814285,23.670000,21.299999,16.020000,12.250000,0.530000,56.119999,2013-09-26
61.162498,43.930000,44.279999,20.129999,11.780000,0.690000,54.910000,2013-09-27
68.225006,49.580002,52.869999,23.450001,14.080000,0.610000,79.320000,2013-09-28
64.525002,46.619999,50.169998,20.040001,14.300000,0.750000,66.709999,2013-09-29
61.975002,44.580002,50.580002,23.549999,15.170000,0.700000,66.669998,2013-09-30
76.437500,56.150002,58.450001,22.820000,17.910000,0.740000,83.169998,2013-10-01
104.475006,78.580002,84.010002,27.910000,16.480000,0.890000,97.389999,2013-10-02
67.637497,49.110001,54.599998,19.870001,12.540000,0.570000,99.870003,2013-10-03
66.250000,48.000000,51.459999,16.889999,15.970000,0.540000,90.650002,2013-10-04
115.262497,87.209999,81.989998,21.129999,15.480000,0.740000,93.980003,2013-10-05
202.369995,152.369995,133.350006,25.360001,19.340000,1.220000,105.459999,2013-10-06
201.600006,151.600006,122.940002,26.430000,23.040001,1.040000,95.930000,2013-10-07
189.271439,142.490005,127.720001,24.840000,27.100000,1.270000,62.849998,2013-10-08
95.187500,71.150002,67.320000,20.760000,19.000000,0.930000,57.669998,2013-10-09
71.012505,51.810001,48.900002,20.580000,18.910000,0.870000,87.029999,2013-10-10
118.525002,89.820000,74.139999,24.209999,21.850000,1.040000,85.059998,2013-10-11
93.187500,69.550003,66.070000,25.450001,16.090000,0.820000,84.820000,2013-10-12
79.574997,58.660000,50.959999,23.090000,11.530000,0.660000,114.160004,2013-10-13
98.962494,74.169998,61.680000,23.400000,15.490000,0.730000,116.000000,2013-10-14
118.450005,89.760002,70.559998,14.780000,20.610001,0.790000,56.130001,2013-10-15
59.412498,42.529999,33.849998,19.240000,15.420000,0.520000,51.880001,2013-10-16
112.799995,85.239998,52.549999,24.049999,16.410000,0.680000,41.950001,2013-10-17
126.687500,96.349998,66.709999,26.010000,17.650000,0.700000,49.529999,2013-10-18
123.262497,93.610001,72.419998,41.180000,26.629999,0.850000,44.840000,2013-10-19
148.750000,114.000000,94.160004,27.950001,28.030001,1.080000,45.939999,2013-10-20
207.750000,157.750000,117.230003,29.490000,26.080000,1.160000,53.720001,2013-10-21
210.100006,160.100006,119.120003,29.240000,24.930000,1.180000,79.949997,2013-10-22
235.000000,185.000000,122.930000,33.139999,25.230000,1.270000,90.209999,2013-10-23
200.729996,150.729996,114.889999,35.830002,28.760000,1.150000,105.730003,2013-10-24
199.157150,149.410004,100.389999,33.400002,25.639999,1.270000,103.610001,2013-10-25
152.885712,117.019997,89.690002,36.959999,33.480000,1.020000,97.750000,2013-10-26
127.799995,97.239998,74.599998,27.910000,42.770000,1.080000,78.970001,2013-10-27
